timestamp,emotion
2025-04-26 17:44:29,happy
2025-04-26 17:44:32,fear
2025-04-26 17:44:33,neutral
2025-04-26 17:44:33,fear
2025-04-26 17:44:34,sad
2025-04-26 17:44:34,fear
2025-04-26 17:44:35,neutral
2025-04-26 17:44:36,fear
2025-04-26 17:44:37,happy
2025-04-26 17:44:38,neutral
2025-04-26 17:44:39,angry
2025-04-26 17:44:40,sad
2025-04-26 17:44:40,sad
2025-04-26 17:44:41,neutral
2025-04-26 17:44:43,sad
2025-04-26 17:44:43,fear
2025-04-26 17:44:44,sad
2025-04-26 17:44:45,sad
2025-04-26 17:44:46,happy
2025-04-26 17:44:47,happy
2025-04-26 17:44:48,happy
2025-04-26 17:44:49,happy
2025-04-26 17:44:49,happy
2025-04-26 17:44:50,happy
2025-04-26 17:44:50,sad
2025-04-26 17:44:51,sad
2025-04-26 17:44:52,sad
2025-04-26 17:44:52,fear
2025-04-26 17:44:53,angry
2025-04-26 17:44:54,sad
2025-04-26 17:44:54,fear
2025-04-26 17:44:54,fear
2025-04-26 17:44:55,fear
2025-04-26 17:44:55,angry
2025-04-26 17:44:55,angry
2025-04-26 17:44:56,sad
2025-04-26 17:44:57,fear
2025-04-26 17:44:57,angry
2025-04-26 17:44:57,angry
2025-04-26 17:44:58,angry
2025-04-26 17:44:58,fear
2025-04-26 17:44:58,sad
2025-04-26 17:44:59,sad
2025-04-26 17:44:59,fear
2025-04-26 17:45:00,sad
2025-04-26 17:45:00,fear
2025-04-26 17:45:00,fear
2025-04-26 17:45:01,sad
2025-04-26 17:45:01,sad
2025-04-26 17:45:01,sad
2025-04-26 17:45:02,sad
2025-04-26 17:45:02,sad
2025-04-26 17:45:03,angry
2025-04-26 17:45:04,neutral
2025-04-26 17:45:04,angry
2025-04-26 17:45:04,sad
2025-04-26 17:45:05,sad
2025-04-26 17:45:05,fear
2025-04-26 17:45:05,angry
2025-04-26 17:45:06,fear
2025-04-26 17:45:06,fear
2025-04-26 17:45:06,fear
2025-04-26 17:45:07,sad
2025-04-26 17:45:07,sad
2025-04-26 17:45:08,sad
2025-04-26 17:45:08,fear
2025-04-26 17:45:08,sad
2025-04-26 17:45:09,fear
2025-04-26 17:45:09,sad
2025-04-26 17:45:09,sad
2025-04-26 17:45:10,sad
2025-04-26 17:45:10,sad
2025-04-26 17:45:11,fear
2025-04-26 17:45:11,fear
2025-04-26 17:45:11,sad
2025-04-26 17:45:12,fear
2025-04-26 17:45:12,fear
2025-04-26 17:45:13,fear
2025-04-26 17:45:13,fear
2025-04-26 17:45:14,neutral
2025-04-26 17:45:14,happy
2025-04-26 17:45:15,fear
2025-04-26 17:45:16,angry
2025-04-26 17:45:17,sad
2025-04-26 17:45:18,fear
2025-04-26 17:45:19,fear
2025-04-26 17:45:20,angry
2025-04-26 17:45:21,sad
2025-04-26 17:45:22,fear
2025-04-26 17:45:23,sad
2025-04-26 17:45:24,neutral
2025-04-26 17:45:25,fear
2025-04-26 17:45:27,sad
2025-04-26 17:45:27,fear
2025-04-26 17:45:28,fear
2025-04-26 17:45:28,sad
2025-04-26 17:45:29,neutral
2025-04-26 17:45:29,fear
2025-04-26 17:45:30,fear
2025-04-26 17:45:30,fear
2025-04-26 17:45:31,fear
2025-04-26 17:45:31,happy
2025-04-26 17:45:31,happy
2025-04-26 17:45:32,happy
2025-04-26 17:45:33,happy
2025-04-26 17:45:34,fear
2025-04-26 17:45:34,fear
2025-04-26 17:45:34,sad
2025-04-26 17:45:35,sad
2025-04-26 17:45:35,fear
2025-04-26 17:45:35,sad
2025-04-26 17:45:36,sad
2025-04-26 17:45:36,sad
2025-04-26 17:45:36,sad
2025-04-26 17:45:37,sad
2025-04-26 17:45:37,sad
2025-04-26 17:45:37,disgust
2025-04-26 17:45:38,disgust
2025-04-26 17:45:39,fear
2025-04-26 17:45:39,fear
2025-04-26 17:45:40,sad
2025-04-26 17:45:40,angry
2025-04-26 17:45:41,sad
2025-04-26 17:45:42,fear
2025-04-26 17:45:42,sad
2025-04-26 17:45:42,fear
2025-04-26 17:45:43,fear
2025-04-26 17:45:43,fear
2025-04-26 17:45:43,sad
2025-04-26 17:45:44,fear
2025-04-26 17:45:44,sad
2025-04-26 17:45:44,sad
2025-04-26 17:45:45,fear
2025-04-26 17:45:46,sad
2025-04-26 17:45:47,neutral
2025-04-26 17:45:47,neutral
2025-04-26 17:45:48,fear
2025-04-26 17:45:48,fear
2025-04-26 17:45:48,fear
2025-04-26 17:45:49,fear
2025-04-26 17:45:49,fear
2025-04-26 17:45:49,fear
2025-04-26 17:45:50,fear
2025-04-26 17:45:50,fear
2025-04-26 17:45:51,sad
2025-04-26 17:45:51,neutral
2025-04-26 17:45:51,fear
2025-04-26 17:45:52,angry
2025-04-26 17:45:53,sad
2025-04-26 17:45:53,sad
2025-04-26 17:45:53,fear
2025-04-26 17:45:53,fear
2025-04-26 17:45:54,angry
2025-04-26 17:45:55,sad
2025-04-26 17:45:56,sad
2025-04-26 17:45:57,fear
2025-04-26 17:45:57,sad
2025-04-26 17:45:57,fear
2025-04-26 17:45:58,fear
2025-04-26 17:45:58,fear
2025-04-26 17:45:58,fear
2025-04-26 17:45:59,fear
2025-04-26 17:45:59,fear
2025-04-26 17:46:00,fear
2025-04-26 17:46:01,fear
2025-04-26 17:46:02,fear
2025-04-26 17:46:04,happy
2025-04-26 17:46:05,angry
2025-04-26 17:46:08,sad
2025-04-26 17:46:08,fear
2025-04-26 17:46:09,surprise
2025-04-26 17:46:09,fear
2025-04-26 17:46:09,angry
2025-04-26 17:46:10,fear
2025-04-26 17:46:10,fear
2025-04-26 17:46:11,fear
2025-04-26 17:46:11,fear
2025-04-26 17:46:12,neutral
2025-04-26 17:46:13,angry
2025-04-26 17:46:14,angry
2025-04-26 17:46:14,happy
2025-04-26 17:46:15,neutral
2025-04-26 17:46:15,happy
2025-04-26 17:46:15,fear
2025-04-26 17:46:16,happy
2025-04-26 17:46:16,happy
2025-04-26 17:46:17,happy
2025-04-26 17:46:17,happy
2025-04-26 17:46:17,fear
2025-04-26 17:46:18,angry
2025-04-26 17:46:18,happy
2025-04-26 17:46:18,angry
2025-04-26 17:46:19,angry
2025-04-26 17:46:19,angry
2025-04-26 17:46:19,neutral
2025-04-26 17:46:20,angry
2025-04-26 17:46:20,neutral
2025-04-26 17:46:20,neutral
2025-04-26 17:46:21,happy
2025-04-26 17:46:21,angry
2025-04-26 17:46:22,angry
2025-04-26 17:46:22,fear
2025-04-26 17:46:22,fear
2025-04-26 17:46:23,angry
2025-04-26 17:46:23,neutral
2025-04-26 17:46:23,angry
2025-04-26 17:46:24,happy
2025-04-26 17:46:24,fear
2025-04-26 17:46:25,sad
2025-04-26 17:46:25,angry
2025-04-26 17:46:26,fear
2025-04-26 17:46:27,angry
2025-04-26 17:46:27,angry
2025-04-26 17:46:27,sad
2025-04-26 17:46:28,sad
2025-04-26 17:46:29,neutral
2025-04-26 17:46:29,fear
2025-04-26 17:46:29,angry
2025-04-26 17:46:30,neutral
2025-04-26 17:46:30,angry
2025-04-26 17:46:30,angry
2025-04-26 17:46:31,fear
2025-04-26 17:46:31,sad
2025-04-26 17:46:31,happy
2025-04-26 17:46:32,happy
2025-04-26 17:46:32,happy
2025-04-26 17:46:33,happy
2025-04-26 17:46:33,angry
2025-04-26 17:46:33,angry
2025-04-26 17:46:34,happy
2025-04-26 17:46:34,sad
2025-04-26 17:46:34,fear
2025-04-26 17:46:35,fear
2025-04-26 17:46:35,fear
2025-04-26 17:46:35,fear
2025-04-26 17:46:36,fear
2025-04-26 17:46:36,fear
2025-04-26 17:46:36,fear
2025-04-26 17:46:37,fear
2025-04-26 17:46:37,fear
2025-04-26 17:46:38,fear
2025-04-26 17:46:38,fear
2025-04-26 17:46:38,fear
2025-04-26 17:46:39,fear
2025-04-26 17:46:39,fear
2025-04-26 17:46:39,fear
2025-04-26 17:46:40,fear
2025-04-26 17:46:40,fear
2025-04-26 17:46:40,fear
2025-04-26 17:46:41,fear
2025-04-26 17:46:41,fear
2025-04-26 17:46:41,fear
2025-04-26 17:46:42,sad
2025-04-26 17:46:42,fear
2025-04-26 17:46:43,fear
2025-04-26 17:46:43,fear
2025-04-26 17:46:43,fear
2025-04-26 17:46:44,fear
2025-04-26 17:46:44,fear
2025-04-26 17:46:44,fear
2025-04-26 17:46:45,fear
2025-04-26 17:46:45,fear
2025-04-26 17:46:45,fear
2025-04-26 17:46:46,fear
2025-04-26 17:46:46,angry
2025-04-26 17:46:47,fear
2025-04-26 17:46:47,fear
2025-04-26 17:46:48,sad
2025-04-26 17:46:49,neutral
2025-04-26 17:46:49,fear
2025-04-26 17:46:50,fear
2025-04-26 17:46:50,fear
2025-04-26 17:46:50,fear
2025-04-26 17:46:51,fear
2025-04-26 17:46:51,fear
2025-04-26 17:46:51,fear
2025-04-26 17:46:52,fear
2025-04-26 17:46:52,fear
2025-04-26 17:46:53,fear
2025-04-26 17:46:53,fear
2025-04-26 17:46:53,fear
2025-04-26 17:46:54,fear
2025-04-26 17:46:54,fear
2025-04-26 17:46:54,sad
2025-04-26 17:46:55,fear
2025-04-26 17:46:55,sad
2025-04-26 17:46:55,sad
2025-04-26 17:46:56,angry
2025-04-26 17:46:56,sad
2025-04-26 17:46:56,fear
2025-04-26 17:46:57,fear
2025-04-26 17:46:57,fear
2025-04-26 17:46:58,fear
2025-04-26 17:46:58,fear
2025-04-26 17:46:58,fear
2025-04-26 17:46:59,fear
2025-04-26 17:46:59,fear
2025-04-26 17:46:59,fear
2025-04-26 17:47:00,fear
2025-04-26 17:47:00,fear
2025-04-26 17:47:00,fear
2025-04-26 17:47:01,fear
2025-04-26 17:47:01,fear
2025-04-26 17:47:01,neutral
2025-04-26 17:47:02,neutral
2025-04-26 17:47:02,fear
2025-04-26 17:47:02,fear
2025-04-26 17:47:03,fear
2025-04-26 17:47:03,fear
2025-04-26 17:47:03,fear
2025-04-26 17:47:04,fear
2025-04-26 17:47:04,neutral
2025-04-26 17:47:04,angry
2025-04-26 17:47:05,fear
2025-04-26 17:47:05,fear
2025-04-26 17:47:05,sad
2025-04-26 17:47:06,angry
2025-04-26 17:47:06,sad
2025-04-26 17:47:07,fear
2025-04-26 17:47:07,sad
2025-04-26 17:47:07,fear
2025-04-26 17:47:08,fear
2025-04-26 17:47:08,fear
2025-04-26 17:47:09,fear
2025-04-26 17:47:09,fear
2025-04-26 17:47:09,fear
2025-04-26 17:47:10,fear
2025-04-26 17:47:10,happy
2025-04-26 17:47:10,sad
2025-04-26 17:47:11,fear
2025-04-26 17:47:11,fear
2025-04-26 17:47:12,fear
2025-04-26 17:47:12,fear
2025-04-26 17:47:12,fear
2025-04-26 17:47:13,fear
2025-04-26 17:47:13,fear
2025-04-26 17:47:13,sad
2025-04-26 17:47:14,sad
2025-04-26 17:47:14,fear
2025-04-26 17:47:14,fear
2025-04-26 17:47:15,fear
2025-04-26 17:47:15,sad
2025-04-26 17:47:15,fear
2025-04-26 17:47:16,fear
2025-04-26 17:47:16,fear
2025-04-26 17:47:16,fear
2025-04-26 17:47:17,sad
2025-04-26 17:47:17,fear
2025-04-26 17:47:17,fear
2025-04-26 17:47:18,sad
2025-04-26 17:47:18,fear
2025-04-26 17:47:18,sad
2025-04-26 17:47:19,fear
2025-04-26 17:47:19,fear
2025-04-26 17:47:19,fear
2025-04-26 17:47:20,sad
2025-04-26 17:47:20,sad
2025-04-26 17:47:21,fear
2025-04-26 17:47:21,fear
2025-04-26 17:47:21,fear
2025-04-26 17:47:22,sad
2025-04-26 17:47:22,fear
2025-04-26 17:47:22,fear
2025-04-26 17:47:23,fear
2025-04-26 17:47:23,fear
2025-04-26 17:47:23,fear
2025-04-26 17:47:24,fear
2025-04-26 17:47:24,fear
2025-04-26 17:47:24,fear
2025-04-26 17:47:25,fear
2025-04-26 17:47:25,sad
2025-04-26 17:47:25,fear
2025-04-26 17:47:26,fear
2025-04-26 17:47:26,fear
2025-04-26 17:47:26,fear
2025-04-26 17:47:27,fear
2025-04-26 17:47:27,fear
2025-04-26 17:47:27,fear
2025-04-26 17:47:28,sad
2025-04-26 17:47:28,sad
2025-04-26 17:47:28,fear
2025-04-26 17:47:29,sad
2025-04-26 17:47:29,fear
2025-04-26 17:47:29,sad
2025-04-26 17:47:30,sad
2025-04-26 17:47:30,fear
2025-04-26 17:47:30,fear
2025-04-26 17:47:31,fear
2025-04-26 17:47:31,fear
2025-04-26 17:47:31,sad
2025-04-26 17:47:32,fear
2025-04-26 17:47:32,fear
2025-04-26 17:47:32,fear
2025-04-26 17:47:33,fear
2025-04-26 17:47:33,fear
2025-04-26 17:47:33,fear
2025-04-26 17:47:34,fear
2025-04-26 17:47:34,fear
2025-04-26 17:47:34,fear
2025-04-26 17:47:35,fear
2025-04-26 17:47:35,fear
2025-04-26 17:47:36,fear
2025-04-26 17:47:36,sad
2025-04-26 17:47:36,fear
2025-04-26 17:47:37,fear
2025-04-26 17:47:37,fear
2025-04-26 17:47:37,fear
2025-04-26 17:47:38,sad
2025-04-26 17:47:38,neutral
2025-04-26 17:47:38,neutral
2025-04-26 17:47:39,neutral
2025-04-26 17:47:39,sad
2025-04-26 17:47:39,fear
2025-04-26 17:47:39,fear
2025-04-26 17:47:40,sad
2025-04-26 17:47:40,happy
2025-04-26 17:47:41,fear
2025-04-26 17:47:41,fear
2025-04-26 17:47:41,happy
2025-04-26 17:47:42,fear
2025-04-26 17:47:42,neutral
2025-04-26 17:47:42,happy
2025-04-26 17:47:43,happy
2025-04-26 17:47:43,fear
2025-04-26 17:47:43,fear
2025-04-26 17:47:44,fear
2025-04-26 17:47:44,fear
2025-04-26 17:47:44,fear
2025-04-26 17:47:45,fear
2025-04-26 17:47:45,neutral
2025-04-26 17:47:45,sad
2025-04-26 17:47:46,neutral
2025-04-26 17:47:46,sad
2025-04-26 17:47:46,angry
2025-04-26 17:47:47,happy
2025-04-26 17:47:47,happy
2025-04-26 17:47:48,angry
2025-04-26 17:47:48,neutral
2025-04-26 17:47:48,neutral
2025-04-26 17:47:49,neutral
2025-04-26 17:47:49,fear
2025-04-26 17:47:49,angry
2025-04-26 17:47:50,fear
2025-04-26 17:47:50,fear
2025-04-26 17:47:50,sad
2025-04-26 17:47:51,sad
2025-04-26 17:47:51,surprise
2025-04-26 17:47:51,sad
2025-04-26 17:47:52,fear
2025-04-26 17:47:52,sad
2025-04-26 17:47:52,sad
2025-04-26 17:47:53,sad
2025-04-26 17:47:53,sad
2025-04-26 17:47:53,sad
2025-04-26 17:47:54,sad
2025-04-26 17:47:54,sad
2025-04-26 17:47:55,sad
2025-04-26 17:47:55,sad
2025-04-26 17:47:56,happy
2025-04-26 17:47:57,happy
2025-04-26 17:47:57,sad
2025-04-26 17:47:57,sad
2025-04-26 17:47:58,neutral
2025-04-26 17:47:58,sad
2025-04-26 17:47:58,neutral
2025-04-26 17:47:58,sad
2025-04-26 17:47:59,neutral
2025-04-26 17:47:59,sad
2025-04-26 17:47:59,fear
2025-04-26 17:48:00,fear
2025-04-26 17:48:00,fear
2025-04-26 17:48:00,neutral
2025-04-26 17:48:01,sad
2025-04-26 17:48:01,neutral
2025-04-26 17:48:01,fear
2025-04-26 17:48:02,happy
2025-04-26 17:48:02,sad
2025-04-26 17:48:02,sad
2025-04-26 17:48:03,sad
2025-04-26 17:48:03,sad
2025-04-26 17:48:03,sad
2025-04-26 17:48:04,sad
2025-04-26 17:48:04,sad
2025-04-26 17:48:04,sad
2025-04-26 17:48:05,sad
2025-04-26 17:48:05,sad
2025-04-26 17:48:05,sad
2025-04-26 17:48:06,sad
2025-04-26 17:48:06,sad
2025-04-26 17:48:06,sad
2025-04-26 17:48:07,sad
2025-04-26 17:48:07,fear
2025-04-26 17:48:07,angry
2025-04-26 17:48:08,neutral
2025-04-26 17:48:08,neutral
2025-04-26 17:48:09,angry
2025-04-26 17:48:09,angry
2025-04-26 17:48:09,fear
2025-04-26 17:48:10,fear
2025-04-26 17:48:10,fear
2025-04-26 17:48:10,happy
2025-04-26 17:48:11,sad
2025-04-26 17:48:11,neutral
2025-04-26 17:48:12,sad
2025-04-26 17:48:12,neutral
2025-04-26 17:48:12,neutral
2025-04-26 17:48:13,sad
2025-04-26 17:48:13,sad
2025-04-26 17:48:13,sad
2025-04-26 17:48:14,sad
2025-04-26 17:48:14,neutral
2025-04-26 17:48:14,angry
2025-04-26 17:48:15,fear
2025-04-26 17:48:15,neutral
2025-04-26 17:48:15,sad
2025-04-26 17:48:16,sad
2025-04-26 17:48:16,sad
2025-04-26 17:48:16,sad
2025-04-26 17:48:17,sad
2025-04-26 17:48:17,sad
2025-04-26 17:48:17,sad
2025-04-26 17:48:18,sad
2025-04-26 17:48:18,neutral
2025-04-26 17:48:18,neutral
2025-04-26 17:48:19,angry
2025-04-26 17:48:19,sad
2025-04-26 17:48:19,sad
2025-04-26 17:48:20,sad
2025-04-26 17:48:20,sad
2025-04-26 17:48:20,sad
2025-04-26 17:48:21,sad
2025-04-26 17:48:21,sad
2025-04-26 17:48:21,sad
2025-04-26 17:48:22,sad
2025-04-26 17:48:22,sad
2025-04-26 17:48:22,sad
2025-04-26 17:48:23,sad
2025-04-26 17:48:23,neutral
2025-04-26 17:48:24,angry
2025-04-26 17:48:24,sad
2025-04-26 17:48:24,sad
2025-04-26 17:48:24,sad
2025-04-26 17:48:25,sad
2025-04-26 17:48:25,sad
2025-04-26 17:48:25,fear
2025-04-26 17:48:26,neutral
2025-04-26 17:48:26,sad
2025-04-26 17:48:27,angry
2025-04-26 17:48:27,angry
2025-04-26 17:48:27,fear
2025-04-26 17:48:28,fear
2025-04-26 17:48:28,fear
2025-04-26 17:48:28,angry
2025-04-26 17:48:29,angry
2025-04-26 17:48:29,surprise
2025-04-26 17:48:29,sad
2025-04-26 17:48:30,sad
2025-04-26 17:48:30,fear
2025-04-26 17:48:30,fear
2025-04-26 17:48:31,fear
2025-04-26 17:48:31,fear
2025-04-26 17:48:32,fear
2025-04-26 17:48:32,sad
2025-04-26 17:48:32,sad
2025-04-26 17:48:33,sad
2025-04-26 17:48:33,sad
2025-04-26 17:48:33,fear
2025-04-26 17:48:34,sad
2025-04-26 17:48:34,sad
2025-04-26 17:48:34,neutral
2025-04-26 17:48:35,happy
2025-04-26 17:48:35,angry
2025-04-26 17:48:35,fear
2025-04-26 17:48:36,fear
2025-04-26 17:48:36,sad
2025-04-26 17:48:36,neutral
2025-04-26 17:48:37,neutral
2025-04-26 17:48:37,sad
2025-04-26 17:48:37,neutral
2025-04-26 17:48:38,sad
2025-04-26 17:48:38,surprise
2025-04-26 17:48:39,neutral
2025-04-26 17:48:39,neutral
2025-04-26 17:48:39,neutral
2025-04-26 17:48:40,fear
2025-04-26 17:48:40,happy
2025-04-26 17:48:40,happy
2025-04-26 17:48:41,neutral
2025-04-26 17:48:41,happy
2025-04-26 17:48:41,angry
2025-04-26 17:48:42,angry
2025-04-26 17:48:42,fear
2025-04-26 17:48:42,neutral
2025-04-26 17:48:43,neutral
2025-04-26 17:48:43,angry
2025-04-26 17:48:43,angry
2025-04-26 17:48:44,angry
2025-04-26 17:48:44,angry
2025-04-26 17:48:44,angry
2025-04-26 17:48:45,angry
2025-04-26 17:48:45,angry
2025-04-26 17:48:45,angry
2025-04-26 17:48:46,angry
2025-04-26 17:48:46,angry
2025-04-26 17:48:46,angry
2025-04-26 17:48:46,angry
2025-04-26 17:48:47,angry
2025-04-26 17:48:47,angry
2025-04-26 17:48:47,angry
2025-04-26 17:48:48,angry
2025-04-26 17:48:48,fear
2025-04-26 17:48:48,happy
2025-04-26 17:48:49,sad
2025-04-26 17:48:49,sad
2025-04-26 17:48:49,sad
2025-04-26 17:48:50,fear
2025-04-26 17:48:50,neutral
2025-04-26 17:48:50,sad
2025-04-26 17:48:51,happy
2025-04-26 17:48:51,neutral
2025-04-26 17:48:51,neutral
2025-04-26 17:48:52,neutral
2025-04-26 17:48:52,angry
2025-04-26 17:48:52,happy
2025-04-26 17:48:53,happy
2025-04-26 17:48:53,sad
2025-04-26 17:48:53,sad
2025-04-26 17:48:54,neutral
2025-04-26 17:48:54,sad
2025-04-26 17:48:54,sad
2025-04-26 17:48:55,neutral
2025-04-26 17:48:55,sad
2025-04-26 17:48:55,sad
2025-04-26 17:48:56,fear
2025-04-26 17:48:56,sad
2025-04-26 17:48:56,sad
2025-04-26 17:48:57,sad
2025-04-26 17:48:57,sad
2025-04-26 17:48:57,sad
2025-04-26 17:48:58,sad
2025-04-26 17:48:58,sad
2025-04-26 17:48:58,sad
2025-04-26 17:48:58,sad
2025-04-26 17:48:59,sad
2025-04-26 17:48:59,sad
2025-04-26 17:48:59,sad
2025-04-26 17:49:00,sad
2025-04-26 17:49:00,sad
2025-04-26 17:49:00,sad
2025-04-26 17:49:01,sad
2025-04-26 17:49:01,sad
2025-04-26 17:49:01,sad
2025-04-26 17:49:02,sad
2025-04-26 17:49:02,sad
2025-04-26 17:49:02,sad
2025-04-26 17:49:03,sad
2025-04-26 17:49:03,sad
2025-04-26 17:49:03,sad
2025-04-26 17:49:04,sad
2025-04-26 17:49:04,sad
2025-04-26 17:49:04,sad
2025-04-26 17:49:05,sad
2025-04-26 17:49:05,sad
2025-04-26 17:49:05,sad
2025-04-26 17:49:06,sad
2025-04-26 17:49:06,sad
2025-04-26 17:49:06,sad
2025-04-26 17:49:07,sad
2025-04-26 17:49:07,sad
2025-04-26 17:49:07,sad
2025-04-26 17:49:08,sad
2025-04-26 17:49:08,sad
2025-04-26 17:49:08,sad
2025-04-26 17:49:09,sad
2025-04-26 17:49:09,sad
2025-04-26 17:49:09,sad
2025-04-26 17:49:09,sad
2025-04-26 17:49:10,sad
2025-04-26 17:49:10,sad
2025-04-26 17:49:10,sad
2025-04-26 17:49:11,sad
2025-04-26 17:49:11,sad
2025-04-26 17:49:11,sad
2025-04-26 17:49:12,sad
2025-04-26 17:49:12,sad
2025-04-26 17:49:12,sad
2025-04-26 17:49:13,sad
2025-04-26 17:49:13,sad
2025-04-26 17:49:13,sad
2025-04-26 17:49:14,sad
2025-04-26 17:49:14,sad
2025-04-26 17:49:14,sad
2025-04-26 17:49:15,sad
2025-04-26 17:49:15,sad
2025-04-26 17:49:15,sad
2025-04-26 17:49:16,sad
2025-04-26 17:49:16,sad
2025-04-26 17:49:16,sad
2025-04-26 17:49:17,sad
2025-04-26 17:49:17,sad
2025-04-26 17:49:17,sad
2025-04-26 17:49:18,sad
2025-04-26 17:49:18,sad
2025-04-26 17:49:18,sad
2025-04-26 17:49:19,sad
2025-04-26 17:49:19,sad
2025-04-26 17:49:19,sad
2025-04-26 17:49:20,sad
2025-04-26 17:49:20,neutral
2025-04-26 17:49:20,sad
2025-04-26 17:49:21,sad
2025-04-26 17:49:21,sad
2025-04-26 17:49:21,sad
2025-04-26 17:49:22,sad
2025-04-26 17:49:22,sad
2025-04-26 17:49:22,fear
2025-04-26 17:49:23,sad
2025-04-26 17:49:23,sad
2025-04-26 17:49:23,neutral
2025-04-26 17:49:24,angry
2025-04-26 17:49:25,sad
2025-04-26 17:49:26,fear
2025-04-26 17:49:27,neutral
2025-04-26 17:49:27,fear
2025-04-26 17:49:27,fear
2025-04-26 17:49:28,neutral
2025-04-26 17:49:28,angry
2025-04-26 17:49:28,angry
2025-04-26 17:49:29,angry
2025-04-26 17:49:29,angry
2025-04-26 17:49:29,sad
2025-04-26 17:49:30,angry
2025-04-26 17:49:30,angry
2025-04-26 17:49:30,angry
2025-04-26 17:49:31,neutral
2025-04-26 17:49:31,happy
2025-04-26 17:49:32,neutral
2025-04-26 17:49:32,neutral
2025-04-26 17:49:32,neutral
2025-04-26 17:49:33,neutral
2025-04-26 17:49:34,angry
2025-04-26 17:49:34,angry
2025-04-26 17:49:34,angry
2025-04-26 17:49:34,angry
2025-04-26 17:49:35,angry
2025-04-26 17:49:35,angry
2025-04-26 17:49:35,angry
2025-04-26 17:49:36,angry
2025-04-26 17:49:36,angry
2025-04-26 17:49:36,angry
2025-04-26 17:49:37,angry
2025-04-26 17:49:37,angry
2025-04-26 17:49:37,angry
2025-04-26 17:49:37,angry
2025-04-26 17:49:38,angry
2025-04-26 17:49:38,angry
2025-04-26 17:49:38,angry
2025-04-26 17:49:39,angry
2025-04-26 17:49:39,angry
2025-04-26 17:49:39,angry
2025-04-26 17:49:40,angry
2025-04-26 17:49:40,angry
2025-04-26 17:49:40,angry
2025-04-26 17:49:41,angry
2025-04-26 17:49:41,angry
2025-04-26 17:49:42,fear
2025-04-26 17:49:42,fear
2025-04-26 17:49:43,sad
2025-04-26 17:49:44,neutral
2025-04-26 17:49:45,neutral
2025-04-26 17:49:46,neutral
2025-04-26 17:49:46,fear
2025-04-26 17:49:46,sad
2025-04-26 17:49:47,fear
2025-04-26 17:49:47,fear
2025-04-26 17:49:47,fear
2025-04-26 17:49:47,fear
2025-04-26 17:49:48,fear
2025-04-26 17:49:48,fear
2025-04-26 17:49:48,angry
2025-04-26 17:49:48,fear
2025-04-26 17:49:49,fear
2025-04-26 17:49:49,sad
2025-04-26 17:49:49,fear
2025-04-26 17:49:50,fear
2025-04-26 17:49:50,sad
2025-04-26 17:49:50,sad
2025-04-26 17:49:51,neutral
2025-04-26 17:49:51,sad
2025-04-26 17:49:51,fear
2025-04-26 17:49:52,fear
2025-04-26 17:49:52,fear
2025-04-26 17:49:52,fear
2025-04-26 17:49:53,fear
2025-04-26 17:49:53,fear
2025-04-26 17:49:54,fear
2025-04-26 17:49:54,sad
2025-04-26 17:49:54,happy
2025-04-26 17:49:56,disgust
2025-04-26 17:49:56,neutral
2025-04-26 17:49:57,neutral
2025-04-26 17:49:58,angry
2025-04-26 17:49:59,fear
2025-04-26 17:50:00,fear
2025-04-26 17:50:00,angry
2025-04-26 17:50:01,angry
2025-04-26 17:50:01,angry
2025-04-26 17:50:02,angry
2025-04-26 17:50:02,happy
2025-04-26 17:50:03,sad
2025-04-26 17:50:04,happy
2025-04-26 17:50:04,happy
2025-04-26 17:50:05,fear
2025-04-26 17:50:05,fear
2025-04-26 17:50:06,happy
2025-04-26 17:50:06,fear
2025-04-26 17:50:07,happy
2025-04-26 17:50:07,happy
2025-04-26 17:50:08,fear
2025-04-26 17:50:08,fear
2025-04-26 17:50:09,sad
2025-04-26 17:50:09,angry
2025-04-26 17:50:09,neutral
2025-04-26 17:50:10,happy
2025-04-26 17:50:10,fear
2025-04-26 17:50:11,fear
2025-04-26 17:50:11,neutral
2025-04-26 17:50:11,angry
2025-04-26 17:50:12,sad
2025-04-26 17:50:12,neutral
2025-04-26 17:50:13,fear
2025-04-26 17:50:13,sad
2025-04-26 17:50:13,fear
2025-04-26 17:50:14,fear
2025-04-26 17:50:14,fear
2025-04-26 17:50:15,sad
2025-04-26 17:50:15,fear
2025-04-26 17:50:16,happy
2025-04-26 17:50:17,fear
2025-04-26 17:50:17,fear
2025-04-26 17:50:18,fear
2025-04-26 17:50:18,fear
2025-04-26 17:50:19,fear
2025-04-26 17:50:19,fear
2025-04-26 17:50:20,fear
2025-04-26 17:50:20,fear
2025-04-26 17:50:21,fear
2025-04-26 17:50:21,happy
2025-04-26 17:50:22,sad
2025-04-26 17:50:23,sad
2025-04-26 17:50:23,neutral
2025-04-26 17:50:25,sad
2025-04-26 17:50:31,happy
2025-04-26 17:50:32,surprise
